ENGINE_RUN_TIME,ENGINE_RPM,VEHICLE_SPEED,THROTTLE,ENGINE_LOAD,COOLANT_TEMPERATURE,LONG_TERM_FUEL_TRIM_BANK_1,SHORT_TERM_FUEL_TRIM_BANK_1,INTAKE_MANIFOLD_PRESSURE,FUEL_TANK,ABSOLUTE_THROTTLE_B,PEDAL_D,PEDAL_E,COMMANDED_THROTTLE_ACTUATOR,FUEL_AIR_COMMANDED_EQUIV_RATIO,ABSOLUTE_BAROMETRIC_PRESSURE,RELATIVE_THROTTLE_POSITION,INTAKE_AIR_TEMP,TIMING_ADVANCE,CATALYST_TEMPERATURE_BANK1_SENSOR1,CATALYST_TEMPERATURE_BANK1_SENSOR2,CONTROL_MODULE_VOLTAGE,COMMANDED_EVAPORATIVE_PURGE,TIME_RUN_WITH_MIL_ON,TIME_SINCE_TROUBLE_CODES_CLEARED,DISTANCE_TRAVELED_WITH_MIL_ON,WARM_UPS_SINCE_CODES_CLEARED,Anomaly
1471.0,0.0,20.784313,34.509804,28.0,0.78125,0.0,34.0,36.07843,53.725491,16.078432,31.764706,20.784313,0.0,100.0,1.960784,25.0,9.0,60.099998,24.800003,14.316,0.0,0.0,7835.0,0.0,255.0,,False
1471.0,0.0,20.784313,34.509804,28.0,0.78125,0.0,34.0,36.07843,53.725491,16.078432,31.764706,20.784313,0.0,100.0,1.960784,25.0,9.0,73.099998,25.0,14.316,0.0,0.0,7835.0,0.0,255.0,,False
1471.0,0.0,20.784313,34.509804,28.0,0.78125,0.0,34.0,36.07843,53.725491,16.078432,31.764706,20.784313,0.0,100.0,1.960784,25.0,9.0,73.099998,25.0,14.316,0.0,0.0,7835.0,0.0,255.0,,False
1350.0,0.0,21.17647,38.823528,28.0,0.0,0.0,39.0,36.07843,53.725491,16.078432,31.764706,20.784313,0.0,100.0,1.960784,25.0,5.0,73.099998,25.0,14.316,0.0,0.0,7835.0,0.0,255.0,,False
1350.0,0.0,21.17647,38.823528,28.0,0.0,0.0,39.0,36.07843,53.725491,16.078432,31.764706,20.784313,0.0,100.0,1.960784,25.0,5.0,73.099998,25.0,14.316,0.0,0.0,7835.0,0.0,255.0,,False
1350.0,0.0,21.17647,38.823528,28.0,0.0,0.0,39.0,36.07843,54.117645,16.078432,31.764706,21.17647,0.0,100.0,1.960784,25.0,5.0,87.300003,25.300003,14.296,0.0,0.0,7835.0,0.0,255.0,,False
1350.0,0.0,21.17647,41.176472,29.0,-0.78125,0.0,39.0,36.07843,54.117645,16.078432,31.764706,21.17647,0.0,100.0,1.960784,25.0,5.0,87.300003,25.300003,14.296,0.0,0.0,7835.0,0.0,255.0,,False
1345.25,0.0,21.17647,41.176472,29.0,-0.78125,0.0,41.0,36.07843,54.117645,16.078432,31.764706,21.17647,0.0,100.0,1.960784,25.0,2.0,87.300003,25.300003,14.296,0.0,0.0,7835.0,0.0,255.0,,False
1345.25,0.0,21.17647,41.176472,29.0,-0.78125,0.0,41.0,37.254902,54.117645,16.078432,31.764706,21.17647,0.0,100.0,1.960784,25.0,2.0,94.899994,25.5,14.277,0.0,0.0,7835.0,0.0,255.0,,False
1345.25,0.0,21.17647,41.176472,29.0,-0.78125,0.0,41.0,37.254902,54.117645,16.078432,31.764706,21.17647,0.0,100.0,2.352941,25.0,2.0,94.899994,25.5,14.277,0.0,0.0,7835.0,0.0,255.0,,False
1379.5,0.0,21.17647,41.176472,30.0,-0.78125,0.0,40.0,37.254902,54.117645,16.078432,31.764706,21.17647,0.0,100.0,2.352941,25.0,-1.0,94.899994,25.5,14.277,0.0,0.0,7835.0,0.0,255.0,,False
1379.5,0.0,21.17647,41.176472,30.0,-0.78125,0.0,40.0,37.254902,54.117645,16.078432,31.764706,21.17647,0.0,100.0,2.352941,25.0,-1.0,94.899994,25.5,14.277,0.0,0.0,7835.0,0.0,255.0,,False
1379.5,0.0,21.17647,41.176472,30.0,-0.78125,0.0,40.0,37.254902,53.725491,16.078432,31.764706,21.17647,0.0,100.0,1.960784,25.0,-1.0,110.600006,26.0,14.277,0.0,0.0,7835.0,0.0,255.0,,False
1379.5,0.0,21.17647,41.176472,30.0,-0.78125,0.0,40.0,37.254902,53.725491,16.078432,31.764706,21.17647,0.0,100.0,1.960784,25.0,-1.0,110.600006,26.0,14.277,0.0,0.0,7835.0,0.0,255.0,,False
1375.0,0.0,20.784313,38.823528,30.0,0.0,0.0,37.0,37.254902,53.725491,16.078432,31.764706,21.17647,0.0,100.0,1.960784,26.0,0.0,110.600006,26.0,14.277,0.0,0.0,7835.0,0.0,255.0,,False
1375.0,0.0,20.784313,38.823528,30.0,0.0,0.0,37.0,36.862743,53.725491,16.078432,31.764706,21.17647,0.0,100.0,1.960784,26.0,0.0,110.600006,26.0,14.277,0.0,0.0,7835.0,0.0,255.0,,False
1375.0,0.0,20.784313,38.823528,30.0,0.0,0.0,37.0,36.862743,53.333332,16.078432,31.764706,20.784313,0.0,100.0,1.568627,26.0,0.0,126.600006,26.699997,14.277,0.0,0.0,7835.0,0.0,255.0,,False
1375.0,0.0,20.784313,38.039215,31.0,0.0,0.0,37.0,36.862743,53.333332,16.078432,31.764706,20.784313,0.0,100.0,1.568627,26.0,0.0,126.600006,26.699997,14.277,0.0,0.0,7835.0,0.0,255.0,,False
1273.25,0.0,20.392157,38.039215,31.0,0.0,0.0,38.0,36.862743,53.333332,16.078432,31.764706,20.784313,0.0,100.0,1.568627,26.0,9.0,126.600006,26.699997,14.277,0.0,0.0,7835.0,0.0,255.0,,False
1273.25,0.0,20.392157,38.039215,31.0,0.0,0.0,38.0,36.862743,53.333332,16.078432,31.764706,20.784313,0.0,100.0,1.568627,26.0,9.0,141.699997,27.400002,14.257,0.0,0.0,7835.0,0.0,255.0,,False
1273.25,0.0,20.392157,38.039215,31.0,0.0,0.0,38.0,36.862743,52.941177,16.078432,31.764706,20.392157,0.0,100.0,1.176471,26.0,9.0,141.699997,27.400002,14.257,0.0,0.0,7835.0,0.0,255.0,,False
1189.0,0.0,20.0,37.254902,31.0,0.0,0.0,37.0,36.862743,52.941177,16.078432,31.764706,20.392157,0.0,100.0,1.176471,26.0,8.0,141.699997,27.400002,14.257,0.0,0.0,7835.0,0.0,255.0,,False
1189.0,0.0,20.0,37.254902,31.0,0.0,0.0,37.0,37.254902,52.941177,16.078432,31.764706,20.392157,0.0,100.0,1.176471,26.0,8.0,141.699997,27.400002,14.257,0.0,0.0,7835.0,0.0,255.0,,False
1189.0,0.0,20.0,37.254902,31.0,0.0,0.0,37.0,37.254902,52.549019,16.078432,31.764706,20.392157,0.0,100.0,0.784314,26.0,8.0,148.899994,27.800003,14.257,0.0,0.0,7835.0,0.0,255.0,,False
1189.0,0.0,20.0,37.254902,31.0,0.0,0.0,37.0,37.254902,52.549019,16.078432,31.764706,20.0,0.0,100.0,0.784314,26.0,8.0,148.899994,27.800003,14.257,0.0,0.0,7835.0,0.0,255.0,,False
1133.5,0.0,20.0,35.686275,33.0,0.78125,0.0,36.0,37.254902,52.549019,16.078432,31.764706,20.0,0.0,100.0,0.784314,26.0,7.0,148.899994,27.800003,14.257,0.0,0.0,7835.0,0.0,255.0,,False
1133.5,0.0,20.0,35.686275,33.0,0.78125,0.0,36.0,37.254902,52.549019,16.078432,31.764706,20.0,0.0,100.0,0.784314,26.0,7.0,148.899994,27.800003,14.257,0.0,0.0,7835.0,0.0,255.0,,False
1133.5,0.0,20.0,35.686275,33.0,0.78125,0.0,36.0,37.254902,52.156864,16.078432,31.764706,19.607843,0.0,100.0,0.784314,26.0,7.0,162.5,28.699997,14.238,0.0,0.0,7835.0,0.0,255.0,,False
1133.5,0.0,20.0,37.254902,33.0,0.0,0.0,36.0,37.254902,52.156864,16.078432,31.764706,19.607843,0.0,100.0,0.784314,26.0,7.0,162.5,28.699997,14.238,0.0,0.0,7835.0,0.0,255.0,,False
1064.0,0.0,19.607843,37.254902,33.0,0.0,0.0,38.0,37.254902,52.156864,16.078432,31.764706,19.607843,0.0,100.0,0.784314,26.0,3.0,162.5,28.699997,14.238,0.0,0.0,7835.0,0.0,255.0,,False
1064.0,0.0,19.607843,37.254902,33.0,0.0,0.0,38.0,37.254902,52.156864,16.078432,31.764706,19.607843,0.0,100.0,0.784314,26.0,3.0,174.699997,29.599998,14.238,0.0,0.0,7835.0,0.0,255.0,,False
1064.0,0.0,19.607843,37.254902,33.0,0.0,0.0,38.0,37.254902,52.156864,16.078432,31.764706,19.607843,0.0,100.0,0.784314,26.0,3.0,174.699997,29.599998,14.199,0.0,0.0,7835.0,0.0,255.0,,False
990.5,0.0,20.0,40.392159,34.0,0.0,0.0,41.0,37.254902,52.156864,16.078432,31.764706,19.607843,0.0,100.0,0.784314,26.0,0.0,174.699997,29.599998,14.199,0.0,0.0,7835.0,0.0,255.0,,False
990.5,0.0,20.0,40.392159,34.0,0.0,0.0,41.0,37.254902,52.156864,16.078432,31.764706,19.607843,0.0,100.0,0.784314,26.0,0.0,174.699997,29.599998,14.199,0.0,0.0,7835.0,0.0,255.0,,False
990.5,0.0,20.0,40.392159,34.0,0.0,0.0,41.0,37.254902,52.156864,16.078432,31.764706,19.607843,0.0,100.0,0.784314,26.0,0.0,186.100006,30.5,14.179,0.0,0.0,7835.0,0.0,255.0,,False
990.5,0.0,20.0,40.392159,34.0,0.0,0.0,41.0,37.254902,52.156864,16.078432,31.764706,20.0,0.0,100.0,0.784314,26.0,0.0,186.100006,30.5,14.179,0.0,0.0,7835.0,0.0,255.0,,False
982.75,0.0,20.0,42.35294,35.0,-0.78125,0.0,42.0,37.254902,52.156864,16.078432,31.764706,20.0,0.0,100.0,0.784314,26.0,-2.0,186.100006,30.5,14.179,0.0,0.0,7835.0,0.0,255.0,,False
982.75,0.0,20.0,42.35294,35.0,-0.78125,0.0,42.0,36.862743,52.156864,16.078432,31.764706,20.0,0.0,100.0,0.784314,26.0,-2.0,186.100006,30.5,14.179,0.0,0.0,7835.0,0.0,255.0,,False
982.75,0.0,20.0,42.35294,35.0,-0.78125,0.0,42.0,36.862743,52.549019,16.078432,31.764706,20.0,0.0,100.0,1.176471,26.0,-2.0,191.600006,31.0,14.199,0.0,0.0,7835.0,0.0,255.0,,False
982.75,0.0,20.0,45.490196,35.0,-1.5625,0.0,42.0,36.862743,52.549019,16.078432,31.764706,20.0,0.0,100.0,1.176471,26.0,-2.0,191.600006,31.0,14.199,0.0,0.0,7835.0,0.0,255.0,,False
969.5,0.0,20.392157,45.490196,35.0,-1.5625,0.0,46.0,36.862743,52.549019,16.078432,31.764706,20.0,0.0,100.0,1.176471,26.0,-2.0,191.600006,31.0,14.199,0.0,0.0,7835.0,0.0,255.0,,False
969.5,0.0,20.392157,45.490196,35.0,-1.5625,0.0,46.0,36.07843,52.549019,16.078432,31.764706,20.0,0.0,100.0,1.176471,26.0,-2.0,202.300003,32.099998,14.199,0.0,0.0,7835.0,0.0,255.0,,False
969.5,0.0,20.392157,45.490196,35.0,-1.5625,0.0,46.0,36.07843,52.941177,16.078432,31.764706,20.392157,0.0,100.0,1.176471,26.0,-2.0,202.300003,32.099998,14.16,0.0,0.0,7835.0,0.0,255.0,,False
971.75,0.0,20.392157,46.274509,35.0,-1.5625,-3.90625,47.0,36.07843,52.941177,16.078432,31.764706,20.392157,0.0,100.0,1.176471,26.0,-2.0,202.300003,32.099998,14.16,0.0,0.0,7835.0,0.0,255.0,,False
971.75,0.0,20.392157,46.274509,35.0,-1.5625,-3.90625,47.0,36.07843,52.941177,16.078432,31.764706,20.392157,0.0,100.0,1.176471,26.0,-2.0,202.300003,32.099998,14.16,0.0,0.0,7835.0,0.0,255.0,,False
971.75,0.0,20.392157,46.274509,35.0,-1.5625,-3.90625,47.0,36.07843,52.941177,16.078432,31.764706,20.392157,0.0,100.0,1.176471,26.0,-2.0,213.0,33.300003,14.199,0.0,0.0,7835.0,0.0,255.0,,False
971.75,0.0,20.392157,46.274509,35.0,-1.5625,-3.90625,47.0,36.07843,52.941177,16.078432,31.764706,20.392157,0.0,100.0,1.176471,26.0,-2.0,213.0,33.300003,14.199,0.0,0.0,7835.0,0.0,255.0,,False
1046.75,0.0,20.0,43.92157,36.0,-0.78125,-7.03125,43.0,36.07843,52.941177,16.078432,31.764706,20.392157,0.0,100.0,1.176471,26.0,-6.0,213.0,33.300003,14.199,0.0,0.0,7835.0,0.0,255.0,,False
1046.75,0.0,20.0,43.92157,36.0,-0.78125,-7.03125,43.0,36.07843,52.941177,16.078432,31.764706,20.392157,0.0,100.0,1.176471,26.0,-6.0,213.0,33.300003,14.199,0.0,0.0,7835.0,0.0,255.0,,False
1046.75,0.0,20.0,43.92157,36.0,-0.78125,-7.03125,43.0,36.07843,52.549019,16.078432,31.764706,20.0,0.0,100.0,0.784314,26.0,-6.0,223.5,34.599998,14.218,0.0,0.0,7835.0,0.0,255.0,,False
1046.75,0.0,20.0,43.92157,36.0,-0.78125,-10.9375,43.0,36.07843,52.549019,16.078432,31.764706,20.0,0.0,100.0,0.784314,26.0,-6.0,223.5,34.599998,14.218,0.0,0.0,7835.0,0.0,255.0,,False
925.75,0.0,20.0,43.92157,36.0,-0.78125,-10.9375,45.0,36.07843,52.549019,16.078432,31.764706,20.0,0.0,100.0,0.784314,26.0,7.0,223.5,34.599998,14.218,0.0,0.0,7835.0,0.0,255.0,,False
925.75,0.0,20.0,43.92157,36.0,-0.78125,-10.9375,45.0,35.294117,52.549019,16.078432,31.764706,20.0,0.0,100.0,0.784314,26.0,7.0,228.5,35.300003,14.218,0.0,0.0,7835.0,0.0,255.0,,False
925.75,0.0,20.0,43.92157,36.0,-0.78125,-10.9375,45.0,35.294117,52.941177,16.078432,31.764706,20.392157,0.0,100.0,1.176471,26.0,7.0,228.5,35.300003,14.121,0.0,0.0,7835.0,0.0,255.0,,False
900.0,0.0,20.0,49.411766,37.0,-1.5625,-8.59375,50.0,35.294117,52.941177,16.078432,31.764706,20.392157,0.0,100.0,1.176471,26.0,4.0,228.5,35.300003,14.121,0.0,0.0,7835.0,0.0,255.0,,False
900.0,0.0,20.392157,49.411766,37.0,-1.5625,-8.59375,50.0,35.294117,52.941177,16.078432,31.764706,20.392157,0.0,100.0,1.176471,26.0,4.0,228.5,35.300003,14.121,0.0,0.0,7835.0,0.0,255.0,,False
900.0,0.0,20.392157,49.411766,37.0,-1.5625,-8.59375,50.0,35.686275,52.549019,16.078432,31.764706,20.392157,0.0,100.0,1.176471,26.0,4.0,238.5,36.800003,14.179,0.0,0.0,7835.0,0.0,255.0,,False
900.0,0.0,20.392157,49.411766,37.0,-1.5625,-8.59375,50.0,35.686275,52.549019,16.078432,31.764706,20.0,0.0,100.0,1.176471,26.0,4.0,238.5,36.800003,14.179,0.0,0.0,7835.0,0.0,255.0,,False
944.5,6.0,20.0,44.705883,38.0,-0.78125,-8.59375,44.0,35.686275,52.549019,16.078432,31.764706,20.0,0.0,100.0,1.176471,26.0,-5.0,238.5,36.800003,14.179,0.0,0.0,7835.0,0.0,255.0,,False
944.5,6.0,20.0,44.705883,38.0,-0.78125,-8.59375,44.0,36.862743,52.549019,16.078432,31.764706,20.0,0.0,100.0,1.176471,26.0,-5.0,238.5,36.800003,14.179,0.0,0.0,7835.0,0.0,255.0,,False
944.5,6.0,20.0,44.705883,38.0,-0.78125,-8.59375,44.0,36.862743,52.156864,16.078432,31.764706,20.0,0.0,100.0,0.784314,26.0,-5.0,248.200012,38.400002,14.179,0.0,0.0,7835.0,0.0,255.0,,False
944.5,6.0,20.0,43.529411,38.0,-0.78125,-8.59375,44.0,36.862743,52.156864,16.078432,31.764706,20.0,0.0,100.0,0.784314,26.0,-5.0,248.200012,38.400002,14.179,0.0,0.0,7835.0,0.0,255.0,,False
951.5,8.0,20.0,43.529411,38.0,-0.78125,-12.5,44.0,36.862743,52.156864,16.078432,31.764706,20.0,0.0,100.0,0.784314,26.0,-3.0,248.200012,38.400002,14.179,0.0,0.0,7835.0,0.0,255.0,,False
951.5,8.0,20.0,43.529411,38.0,-0.78125,-12.5,44.0,39.607841,52.156864,16.078432,31.764706,20.0,0.0,100.0,0.784314,26.0,-3.0,257.399994,40.099998,14.179,0.0,0.0,7835.0,0.0,255.0,,False
951.5,8.0,20.0,43.529411,38.0,-0.78125,-12.5,44.0,39.607841,52.549019,19.607843,35.686275,20.392157,0.0,100.0,0.784314,26.0,-3.0,257.399994,40.099998,14.179,0.0,0.0,7835.0,0.0,255.0,,False
1260.0,7.0,20.0,39.607841,39.0,0.0,-6.25,40.0,39.607841,52.549019,19.607843,35.686275,20.392157,0.0,100.0,0.784314,26.0,-3.0,257.399994,40.099998,14.179,0.0,0.0,7835.0,0.0,255.0,,False
1260.0,7.0,20.392157,39.607841,39.0,0.0,-6.25,40.0,39.607841,52.549019,19.607843,35.686275,20.392157,0.0,100.0,0.784314,26.0,24.0,257.399994,40.099998,14.179,0.0,0.0,7835.0,0.0,255.0,,False
1260.0,7.0,20.392157,39.607841,39.0,0.0,-6.25,40.0,38.039215,52.549019,19.607843,35.686275,20.392157,0.0,100.0,0.392157,26.0,24.0,262.100006,41.900002,14.218,0.0,0.0,7835.0,0.0,255.0,,False
1260.0,7.0,20.392157,39.607841,39.0,0.0,-6.25,40.0,38.039215,52.156864,16.078432,31.764706,19.607843,0.0,100.0,0.392157,26.0,24.0,262.100006,41.900002,14.218,0.0,0.0,7835.0,0.0,255.0,,False
957.75,10.0,20.784313,33.333332,40.0,0.78125,-13.28125,37.0,38.039215,52.156864,16.078432,31.764706,19.607843,0.0,100.0,0.392157,26.0,14.0,262.100006,41.900002,14.218,0.0,0.0,7835.0,0.0,255.0,,False
957.75,10.0,20.784313,33.333332,40.0,0.78125,-13.28125,37.0,32.156864,52.156864,16.078432,31.764706,19.607843,0.0,100.0,0.392157,26.0,14.0,262.100006,41.900002,14.218,0.0,0.0,7835.0,0.0,255.0,,False
957.75,10.0,20.784313,33.333332,40.0,0.78125,-13.28125,37.0,32.156864,52.156864,16.078432,31.764706,19.607843,0.0,100.0,0.784314,26.0,14.0,270.799988,42.800003,14.14,0.0,0.0,7835.0,0.0,255.0,,False
957.75,10.0,20.784313,33.333332,40.0,0.78125,-13.28125,37.0,32.156864,52.156864,16.078432,31.764706,19.607843,0.0,100.0,0.784314,26.0,14.0,270.799988,42.800003,14.14,0.0,0.0,7835.0,0.0,255.0,,False
878.0,11.0,19.607843,46.274509,40.0,-1.5625,-11.71875,45.0,32.156864,52.156864,16.078432,31.764706,19.607843,0.0,100.0,0.784314,26.0,5.0,270.799988,42.800003,14.14,0.0,0.0,7835.0,0.0,255.0,,False
878.0,11.0,19.607843,46.274509,40.0,-1.5625,-11.71875,45.0,34.509804,52.156864,16.078432,31.764706,19.607843,0.0,100.0,0.784314,26.0,5.0,278.799988,42.800003,14.14,0.0,0.0,7835.0,0.0,255.0,,False
